Episode,Total Reward,Steps,Hits,Sunk Ships,Misses,Hit Rate,Q-Table Size,Consecutive Hits,Max Consecutive Hits Ship 1,Max Consecutive Hits Ship 2,Max Consecutive Hits Ship 3,Max Consecutive Hits Ship 4,Max Consecutive Hits Ship 5,Max Consecutive Hits Ship 6
9248,-93.88000000000225,1375,23,5,75,0.016727272727272726,79,5,1,1,1,1,1,5
9249,5.84990009989834,1001,24,6,71,0.023976023976023976,79,5,1,1,1,1,1,5
9250,-28.570000000001542,1033,23,5,74,0.022265246853823813,79,4,1,1,1,1,2,4
9251,80.24054830287119,766,24,6,75,0.031331592689295036,81,14,2,2,3,3,2,8
9252,152.5902702702698,370,24,6,64,0.06486486486486487,81,12,1,1,3,3,2,5
9253,-30.15000000000149,1070,23,5,72,0.02149532710280374,81,6,1,2,1,1,1,4
9254,-33.62000000000185,1071,23,5,69,0.021475256769374416,81,5,1,1,1,1,1,5
9255,-62.22000000000211,1229,23,5,69,0.01871440195280716,81,6,1,1,2,2,1,5
9256,-31.990000000000695,1016,22,4,67,0.021653543307086614,81,7,1,2,1,1,1,4
9257,-58.7500000000022,1273,23,5,72,0.018067556952081697,81,10,2,1,3,1,1,8
9258,122.57834061135298,458,24,6,60,0.05240174672489083,81,8,1,1,3,1,2,6
9259,-60.35000000000175,1236,23,5,72,0.0186084142394822,81,7,1,1,2,1,1,4
9260,95.30094017093886,585,24,6,73,0.041025641025641026,81,7,1,1,1,2,2,6
9261,-23.750000000000373,1023,23,5,72,0.022482893450635387,81,5,2,1,1,1,1,5
9262,5.745969289825263,1042,24,6,61,0.023032629558541268,81,8,1,1,1,2,1,4
9263,-38.37000000000168,1127,23,5,74,0.02040816326530612,81,7,1,1,1,1,2,4
9264,-90.35000000000107,1341,23,5,72,0.01715137956748695,81,4,1,1,1,1,1,2
9265,8.721214574897271,988,24,6,74,0.024291497975708502,81,5,1,1,1,1,1,4
9266,-52.72193598751167,1281,24,6,76,0.01873536299765808,81,4,1,1,1,1,2,3
9267,94.64638935108015,601,24,6,68,0.03993344425956739,81,8,1,1,1,1,2,6
9268,-57.92000000000119,1132,22,4,70,0.019434628975265017,81,6,2,1,1,1,2,4
9269,12.029900099898333,1001,24,6,73,0.023976023976023976,81,7,2,1,1,1,1,4
9270,-435.1695400548127,3283,24,6,76,0.007310386841303686,81,10,1,1,2,3,1,7
9271,95.5308318264002,553,24,6,71,0.0433996383363472,81,5,1,1,1,1,3,2
9272,-65.77000000000224,1264,23,5,74,0.01819620253164557,81,7,1,1,1,2,2,4
9273,-60.3800000000019,1233,23,5,65,0.0186536901865369,81,7,1,1,1,1,1,4
9274,-23.44000000000164,1021,23,5,71,0.022526934378060724,81,5,1,1,2,1,2,3
9275,133.24675736961552,441,24,6,74,0.05442176870748299,81,10,1,1,1,2,3,5
9276,-85.73155373032436,1461,24,6,76,0.01642710472279261,81,5,1,1,1,1,2,5
9277,-99.71000000000255,1386,23,5,68,0.016594516594516596,81,4,1,1,1,1,2,3
9278,61.375317997291894,739,24,6,72,0.03247631935047361,81,6,1,1,2,2,2,2
9279,-19.640000000002015,1047,23,5,71,0.021967526265520534,81,8,1,1,2,1,4,4
9280,-21.860000000001914,1059,23,5,73,0.021718602455146365,81,8,1,1,1,1,2,8
9281,40.56077294685829,828,24,6,72,0.028985507246376812,81,5,1,1,1,1,1,5
9282,-20.35000000000183,1021,23,5,72,0.022526934378060724,81,6,2,1,1,1,1,6
9283,77.32025641025487,624,24,6,60,0.038461538461538464,81,4,1,1,1,1,1,3
9284,135.82069767441794,344,24,6,53,0.06976744186046512,81,5,1,1,1,1,2,3
9285,-34.97000000000094,1045,22,4,65,0.021052631578947368,81,8,1,1,2,3,2,5
9286,-81.15000000000235,1310,23,5,72,0.017557251908396947,81,5,1,1,1,1,1,3
9287,-17.51189427312933,1135,24,6,76,0.021145374449339206,81,6,1,1,1,2,1,6
9288,-49.260000000001554,1121,23,5,73,0.020517395182872437,81,3,1,1,1,1,1,4
9289,47.768700128698256,777,24,6,72,0.03088803088803089,81,4,1,2,1,1,1,3
9290,69.52774104683014,726,24,6,67,0.03305785123966942,81,8,1,1,1,1,2,7
9291,-33.060000000001935,1115,23,5,73,0.02062780269058296,81,8,1,1,1,2,3,3
9292,-41.62000000000186,1126,23,5,69,0.020426287744227355,81,6,1,1,1,1,1,4
9293,66.25265335235218,701,24,6,75,0.034236804564907276,81,5,1,1,1,1,2,5
9294,113.87730496453929,564,24,6,66,0.0425531914893617,81,12,1,1,2,3,3,4
9295,-50.460000000001784,1202,23,5,73,0.01913477537437604,81,8,1,1,1,1,2,5
9296,100.87047619047496,525,24,6,68,0.045714285714285714,81,5,1,1,2,1,2,2
9297,-22.450000000001182,1016,22,4,73,0.021653543307086614,81,10,1,1,1,2,3,6
9298,-25.970000000001885,1065,23,5,74,0.0215962441314554,81,7,1,1,1,1,2,4
9299,-61.32447129909558,1324,24,6,76,0.01812688821752266,81,4,1,1,1,1,1,4
9300,76.55974440894428,626,24,6,56,0.038338658146964855,81,4,1,1,1,1,1,3
9301,-40.04000000000167,1089,23,5,71,0.021120293847566574,81,4,1,1,1,1,1,4
9302,-39.43000000000157,1040,22,4,71,0.021153846153846155,81,6,1,1,1,2,1,5
9303,-55.12609016999505,1353,24,6,76,0.017738359201773836,81,8,1,1,2,1,2,5
9304,-27.05735537190289,1210,24,6,70,0.019834710743801654,81,8,1,2,2,1,1,5
9305,-20.559338168632443,1103,24,6,71,0.021758839528558477,81,3,1,1,1,1,1,3
9306,27.51363636363459,880,24,6,76,0.02727272727272727,81,4,1,1,1,1,1,4
9307,-43.84000000000188,1153,23,5,71,0.0199479618386817,81,7,1,1,1,1,1,6
9308,-24.35000000000181,1041,23,5,72,0.022094140249759846,81,6,1,1,1,1,3,5
9309,11.91980039920021,1002,24,6,74,0.023952095808383235,81,7,1,1,3,1,1,6
9310,88.22155088852877,619,24,6,70,0.03877221324717286,81,7,1,1,1,1,4,5
9311,119.46097046413443,474,24,6,61,0.05063291139240506,81,8,2,1,1,1,2,5
9312,-32.84000000000174,1068,23,5,71,0.02153558052434457,81,5,1,1,2,1,2,3
9313,54.24966480446754,716,24,6,75,0.0335195530726257,81,2,1,1,1,1,1,3
9314,79.47623978201497,734,24,6,62,0.0326975476839237,81,12,1,1,3,2,2,6
9315,-21.200000000001847,1053,23,5,67,0.02184235517568851,81,8,1,1,1,2,1,5
9316,-64.73000000000175,1227,23,5,70,0.018744906275468622,81,5,1,1,1,1,1,4
9317,67.9645086705187,692,24,6,74,0.03468208092485549,81,5,1,1,1,3,1,4
9318,14.319502487560769,1005,24,6,74,0.023880597014925373,81,8,1,1,2,1,1,8
9319,-20.130000000001804,1034,23,5,70,0.022243713733075435,81,7,1,1,1,3,1,4
9320,-44.64000000000159,1127,23,5,71,0.02040816326530612,81,5,1,1,1,3,1,2
9321,-30.000000000001855,1067,23,5,67,0.02155576382380506,81,6,1,1,1,1,1,5
9322,138.81510204081553,392,24,6,60,0.061224489795918366,81,9,2,1,1,1,3,5
9323,-159.86000000000155,1689,23,5,73,0.013617525162818236,81,4,1,1,2,1,1,3
9324,68.5671742112471,729,24,6,63,0.03292181069958848,81,8,2,1,3,1,2,2
9325,43.241065375300686,826,24,6,64,0.029055690072639227,81,6,1,1,1,1,4,4
9326,-13.62000000000175,1076,23,5,69,0.02137546468401487,81,12,2,1,3,2,1,9
9327,-43.06063492063713,1260,24,6,70,0.01904761904761905,81,6,1,1,1,1,2,3
9328,89.41197568389119,658,24,6,70,0.0364741641337386,81,10,1,2,1,3,3,3
9329,-16.231111111112824,1125,24,6,68,0.021333333333333333,81,6,1,1,1,1,1,5
9330,0.02699321047346004,1031,24,6,73,0.023278370514064017,81,5,1,1,1,1,2,4
9331,-32.10000000000194,1088,23,5,57,0.021139705882352942,81,7,1,2,1,1,2,3
9332,-35.83000000000138,1022,22,4,71,0.021526418786692758,81,6,1,1,1,2,1,4
9333,-36.66000000000188,1148,23,5,73,0.02003484320557491,81,9,1,1,1,2,1,6
9334,5.534073377232472,1063,24,6,72,0.022577610536218252,81,9,2,1,2,1,2,4
9335,-70.51000000000235,1300,23,5,68,0.01769230769230769,81,8,1,1,2,1,3,5
9336,-70.93000000000086,1107,21,3,72,0.018970189701897018,81,5,1,1,1,1,1,5
9337,68.71265335235212,701,24,6,69,0.034236804564907276,81,6,1,1,1,2,1,3
9338,52.11531328320605,798,24,6,67,0.03007518796992481,81,7,1,1,1,1,1,7
9339,-85.0600000000024,1330,23,5,73,0.017293233082706767,81,5,1,1,1,1,3,2
9340,-34.51000000000064,1045,23,5,68,0.02200956937799043,81,3,1,1,1,1,1,4
9341,-31.200000000001605,1073,23,5,67,0.021435228331780055,81,6,1,1,1,1,2,5
9342,-87.13324432576981,1498,24,6,76,0.01602136181575434,81,7,1,1,2,1,1,5
9343,89.71265335235276,701,24,6,69,0.034236804564907276,81,13,2,1,1,1,4,10
9344,-18.95000000000195,1029,23,5,72,0.022351797862001945,81,7,1,1,1,1,1,6
9345,24.01615711252464,942,24,6,75,0.025477707006369428,81,7,1,1,1,1,4,3
9346,156.76446540880664,318,24,6,61,0.07547169811320754,81,10,2,1,1,1,4,4
9347,142.44940119760423,334,24,6,71,0.0718562874251497,81,6,1,1,1,1,4,4
9348,-107.48000000000255,1473,23,5,75,0.015614392396469789,81,7,1,1,1,1,3,4
9349,-62.46000000000189,1187,23,5,73,0.019376579612468407,81,3,1,1,1,1,1,4
9350,-23.130000000001175,1064,23,5,70,0.021616541353383457,81,8,2,1,1,1,1,5
9351,-38.33000000000161,1050,23,5,70,0.021904761904761906,81,2,1,1,1,1,1,3
9352,25.907181136118812,933,24,6,76,0.02572347266881029,81,7,1,2,1,2,2,5
9353,20.03245901639218,976,24,6,73,0.02459016393442623,81,8,1,1,1,2,2,5
9354,-17.419999999999266,1080,23,5,69,0.021296296296296296,81,11,1,1,2,2,4,6
9355,54.0564222503141,791,24,6,73,0.03034134007585335,81,7,1,1,2,2,1,3
9356,-37.4800000000015,1048,23,5,75,0.02194656488549618,81,2,1,1,1,1,1,2
9357,-51.770000000001154,1164,23,5,74,0.019759450171821305,81,5,1,1,1,1,2,3
9358,-16.970000000001896,1005,23,5,74,0.022885572139303482,81,6,1,1,1,2,2,3
9359,86.42880952380806,672,24,6,68,0.03571428571428571,81,10,2,1,1,1,2,8
9360,31.095485232066576,948,24,6,67,0.02531645569620253,81,10,2,1,1,1,2,8
9361,39.954155251139454,876,24,6,72,0.0273972602739726,81,8,1,1,2,2,1,7
9362,-21.310000000001803,1099,23,5,68,0.020928116469517744,81,11,1,1,3,1,4,4
9363,89.1860062402484,641,24,6,63,0.0374414976599064,81,9,1,1,1,1,3,7
9364,104.9345018450183,542,24,6,51,0.04428044280442804,81,8,1,1,2,1,3,3
9365,-6.357149489324026,1077,24,6,71,0.022284122562674095,81,6,1,1,1,1,1,7
9366,-46.52000000000149,1045,22,4,70,0.021052631578947368,81,4,1,1,1,2,1,3
9367,-18.889990999101336,1111,24,6,74,0.021602160216021602,81,4,1,1,1,1,1,5
9368,-13.950000000001076,1019,23,5,72,0.022571148184494603,81,8,2,1,1,1,1,5
9369,79.87197568388898,658,24,6,64,0.0364741641337386,81,7,1,1,1,1,1,8
9370,90.99611295681073,602,24,6,63,0.03986710963455149,81,7,1,1,1,3,1,6
9371,-74.68000000000238,1339,23,5,75,0.01717699775952203,81,9,1,1,1,1,2,7
9372,124.1357613168714,486,24,6,73,0.04938271604938271,81,10,2,1,2,1,3,3
9373,-279.3593330622142,2459,24,6,76,0.009760065067100447,81,7,1,1,1,1,3,4
9374,-26.966317991633836,1195,24,6,71,0.0200836820083682,81,7,1,1,1,1,3,5
9375,-26.530000000000285,1036,23,5,70,0.0222007722007722,81,5,2,1,1,2,1,3
9376,20.06111111110942,900,24,6,71,0.02666666666666667,81,3,1,1,1,1,1,4
9377,44.05106537530069,826,24,6,73,0.029055690072639227,81,6,1,1,1,1,1,6
9378,-19.860000000001982,1034,23,5,73,0.022243713733075435,81,7,1,1,1,1,1,5
9379,39.26990407673675,834,24,6,71,0.02877697841726619,81,5,1,1,2,1,1,3
9380,117.46491803278582,488,24,6,70,0.04918032786885246,81,8,1,2,1,1,3,5
9381,-23.340000000001158,1005,22,4,72,0.021890547263681594,81,9,1,1,3,1,1,5
9382,24.47504201680482,952,24,6,69,0.025210084033613446,81,8,1,1,1,1,2,8
9383,-29.890000000000413,1066,23,5,66,0.021575984990619138,81,6,1,1,2,1,1,4
9384,51.47453300124337,803,24,6,71,0.029887920298879204,81,7,1,1,1,1,1,8
9385,-20.77000000000138,1039,23,5,74,0.02213666987487969,81,7,1,2,1,1,4,3
9386,-41.050000000001546,1034,22,4,73,0.02127659574468085,81,5,1,1,1,1,1,3
9387,51.8326259946936,754,24,6,66,0.03183023872679045,81,4,1,1,1,1,1,5
9388,70.5702083333318,768,24,6,72,0.03125,81,11,2,1,1,3,1,9
9389,-112.62957703927803,1655,24,6,75,0.014501510574018127,81,9,1,2,2,1,1,8
9390,-25.540000000000312,1016,22,4,72,0.021653543307086614,81,9,1,2,1,1,2,8
9391,-79.46000000000194,1302,23,5,73,0.017665130568356373,81,5,1,1,1,1,1,6
9392,-24.750000000001872,1028,23,5,72,0.02237354085603113,81,5,1,1,2,1,2,4
9393,-131.3418266433992,1719,24,6,76,0.013961605584642234,81,7,1,1,1,2,1,6
9394,-20.040000000002,1034,23,5,71,0.022243713733075435,81,7,2,1,1,1,1,5
9395,95.42313213703007,613,24,6,70,0.03915171288743882,81,9,1,1,1,2,4,3
9396,49.234843945066956,801,24,6,75,0.0299625468164794,81,6,1,1,1,1,1,5
9397,-31.44000000000162,1121,23,5,71,0.020517395182872437,81,9,2,2,1,2,1,6
9398,-8.790394265234923,1116,24,6,64,0.021505376344086023,81,8,1,1,2,1,3,5
9399,68.13224751066689,703,24,6,67,0.034139402560455195,81,6,1,1,2,1,2,3
9400,73.04430014429846,693,24,6,66,0.03463203463203463,81,7,1,1,2,1,2,6
9401,-25.440000000001767,1016,23,5,71,0.022637795275590553,81,4,1,1,1,1,2,3
9402,88.25822784809989,632,24,6,66,0.0379746835443038,81,8,2,1,1,1,3,4
9403,86.37366612111262,611,24,6,65,0.03927986906710311,81,6,1,1,2,1,1,6
9404,-54.050000000001766,1140,23,5,62,0.02017543859649123,81,3,1,1,1,1,1,3
9405,15.62373443983232,964,24,6,64,0.024896265560165973,81,6,1,1,1,1,2,4
9406,-22.310000000001885,1029,23,5,68,0.022351797862001945,81,6,1,1,1,1,2,3
9407,-12.138256880735577,1090,24,6,69,0.022018348623853212,81,5,1,1,1,2,1,4
9408,-26.770000000001424,1099,23,5,74,0.020928116469517744,81,9,2,1,3,1,2,3
9409,-71.73108201240785,1451,24,6,76,0.016540317022742935,81,9,1,2,1,1,2,5
9410,-40.45000000000108,1031,22,4,73,0.02133850630455868,81,5,1,1,1,2,1,5
9411,45.52422360248278,805,24,6,76,0.02981366459627329,81,5,1,1,1,2,2,2
9412,54.07422360248245,805,24,6,71,0.02981366459627329,81,8,2,1,1,1,3,5
9413,118.40325203251925,492,24,6,56,0.04878048780487805,81,9,1,1,1,2,2,6
9414,-59.95000000000176,1219,23,5,72,0.018867924528301886,81,6,1,1,1,1,2,6
9415,63.67060240963696,664,24,6,64,0.03614457831325301,81,2,1,1,1,2,1,2
9416,-21.750000000001833,1013,23,5,72,0.022704837117472853,81,5,1,1,2,1,1,4
9417,-63.13000000000174,1309,23,5,70,0.01757066462948816,81,11,1,1,1,2,4,6
9418,59.52404825737096,746,24,6,67,0.032171581769437,81,6,1,1,1,3,1,5
9419,-60.57000000000216,1268,23,5,74,0.018138801261829655,81,9,1,1,1,1,4,4
9420,152.0604166666667,384,24,6,56,0.0625,81,13,1,1,3,3,3,5
9421,-72.361082012408,1451,24,6,69,0.016540317022742935,81,9,1,1,2,1,3,5
9422,51.47224938875129,818,24,6,71,0.029339853300733496,81,8,1,1,1,1,3,6
9423,-54.48000000000028,1098,22,4,66,0.020036429872495445,81,5,1,1,1,1,1,4
9424,-17.440000000001923,1006,23,5,71,0.02286282306163022,81,6,1,1,1,3,2,4
9425,-4.090071942448088,1112,24,6,74,0.02158273381294964,81,9,1,2,3,1,2,3
9426,-113.28000000000264,1442,23,5,75,0.0159500693481276,81,3,1,1,1,1,1,2
9427,-18.020000000002064,1053,23,5,69,0.02184235517568851,81,9,1,2,1,2,1,4
9428,49.37454753722722,873,24,6,70,0.027491408934707903,81,11,1,1,2,3,2,5
9429,-57.723430321594606,1306,24,6,76,0.018376722817764167,81,4,1,1,1,1,2,2
9430,95.48094017093918,585,24,6,75,0.041025641025641026,81,7,1,1,1,1,1,5
9431,-45.590000000001645,1119,23,5,76,0.020554066130473638,81,4,1,1,2,1,1,3
9432,-19.1700000000016,1001,23,5,74,0.022977022977022976,81,5,1,1,1,1,1,5
9433,-40.290000000001385,1043,23,5,66,0.02205177372962608,81,1,1,1,1,1,1,2
9434,-37.83000000000049,1002,22,4,71,0.021956087824351298,81,4,2,1,1,1,1,4
9435,39.89269938650163,815,24,6,69,0.029447852760736196,81,4,1,1,1,1,1,3
9436,-17.490000000001988,1049,23,5,66,0.0219256434699714,81,9,2,1,1,1,2,4
9437,-15.140714285715056,1120,24,6,69,0.02142857142857143,81,6,1,1,1,1,1,6
9438,-92.73000000000232,1382,23,5,70,0.016642547033285094,81,6,1,1,2,1,1,5
9439,51.88227513227328,756,24,6,71,0.031746031746031744,81,4,2,1,1,1,2,2
9440,27.676837606835672,936,24,6,69,0.02564102564102564,81,8,1,1,2,1,2,4
9441,41.96180267965764,821,24,6,72,0.029232643118148598,81,5,1,1,2,2,1,3
9442,-46.0500000000011,1094,22,5,73,0.02010968921389397,81,4,1,1,1,1,1,3
9443,-29.020000000001865,1048,23,5,69,0.02194656488549618,81,5,1,1,1,1,3,3
9444,-23.33000000000179,1005,23,5,70,0.022885572139303482,81,4,1,1,1,1,2,2
9445,-80.4600000000021,1322,23,5,73,0.01739788199697428,81,6,1,1,1,1,2,3
9446,-40.72101105845401,1266,24,6,76,0.018957345971563982,81,7,1,1,1,1,1,4
9447,54.690336943440755,831,24,6,69,0.02888086642599278,81,10,2,1,1,2,2,5
9448,-56.99000000000165,1191,23,5,76,0.019311502938706968,81,5,1,1,1,1,1,5
9449,-80.48000000000228,1278,23,5,75,0.017996870109546165,81,3,1,1,1,2,1,3
9450,89.67858841010315,673,24,6,73,0.03566121842496285,81,11,1,1,2,1,4,5
9451,-36.31000000000175,1084,23,5,68,0.021217712177121772,81,5,1,1,1,1,3,4
9452,61.23037809647817,767,24,6,66,0.03129074315514994,81,8,1,1,2,1,1,4
9453,79.61586956521643,736,24,6,68,0.03260869565217391,81,12,1,2,3,1,4,4
9454,-51.22000000000071,1023,21,3,71,0.020527859237536656,81,6,1,1,1,1,1,3
9455,-255.47999999999627,2183,23,5,75,0.010535959688502062,81,5,1,1,1,1,2,4
9456,15.031419878294669,986,24,6,73,0.02434077079107505,81,7,1,1,2,1,2,5
9457,-14.280000000001866,1007,23,5,75,0.022840119165839126,81,7,1,1,1,1,1,5
9458,-71.9900000000023,1296,23,5,76,0.017746913580246913,81,7,1,1,2,1,1,4
9459,81.54598540145949,685,24,6,76,0.035036496350364967,81,9,1,1,2,2,2,6
9460,-74.99000000000225,1281,23,5,76,0.01795472287275566,81,5,1,1,1,1,1,3
9461,-88.48000000000243,1378,23,5,75,0.016690856313497822,81,7,1,1,2,1,2,5
9462,99.95977928692571,589,24,6,67,0.04074702886247878,81,9,1,1,1,2,3,6
9463,64.25315579227585,751,24,6,64,0.03195739014647137,81,8,1,1,1,1,4,4
9464,31.4554852320654,948,24,6,71,0.02531645569620253,81,10,1,1,3,3,2,4
9465,-99.37000000000216,1417,23,5,74,0.016231474947071278,81,6,1,1,1,1,1,5
9466,-27.150000000001818,1025,23,5,72,0.0224390243902439,81,4,1,1,1,1,1,5
9467,-35.950000000001864,1114,23,5,72,0.02064631956912029,81,7,1,1,2,1,1,4
9468,96.88698587127016,637,24,6,73,0.03767660910518053,81,11,1,1,2,1,3,9
9469,-19.42000000000195,1030,23,5,69,0.02233009708737864,81,7,1,1,1,1,1,8
9470,-59.44000000000181,1216,23,5,71,0.018914473684210526,81,6,1,1,1,1,2,4
9471,-169.99000000000103,1846,23,5,76,0.012459371614301192,81,11,1,1,1,1,4,7
9472,118.39960079840237,501,24,6,76,0.04790419161676647,81,9,1,1,2,2,2,4
9473,-6.9949429657809645,1052,24,6,75,0.022813688212927757,81,4,1,1,1,1,2,3
9474,-31.93000000000177,1078,23,5,70,0.021335807050092765,81,6,2,1,2,1,1,3
9475,-41.93000000000204,1188,23,5,70,0.01936026936026936,82,10,2,2,1,2,2,5
9476,30.87254901960694,816,24,6,71,0.029411764705882353,82,1,1,1,1,1,1,2
9477,4.487943192946181,1021,24,6,67,0.023506366307541625,82,6,1,1,3,1,1,4
9478,-107.48000000000287,1503,23,5,75,0.015302727877578177,82,9,2,1,1,2,2,5
9479,-68.12000000000161,1183,22,4,70,0.018596787827557058,82,6,1,1,2,1,1,4
9480,71.60313935681309,653,24,6,61,0.036753445635528334,82,4,1,1,1,1,1,3
9481,-29.240000000001423,1035,23,5,71,0.022222222222222223,82,4,1,1,1,1,1,4
9482,-18.692280701755994,1140,24,6,74,0.021052631578947368,82,6,1,1,1,2,2,5
9483,-48.71000000000167,1086,23,5,68,0.02117863720073665,82,1,1,1,1,1,1,2
9484,146.47487804878025,328,24,6,69,0.07317073170731707,82,7,1,1,3,2,1,4
9485,-54.570000000002054,1223,23,5,74,0.018806214227309895,82,8,2,1,1,1,1,5
9486,86.04286644950994,614,24,6,68,0.03908794788273615,82,6,1,2,1,1,1,3
9487,48.36919896640641,774,24,6,72,0.031007751937984496,82,4,1,1,1,1,2,2
9488,-43.5200000000016,1045,22,4,70,0.021052631578947368,82,5,1,1,1,1,1,3
9489,98.47723865877602,507,24,6,68,0.047337278106508875,82,3,1,1,1,1,1,3
9490,-28.260000000001632,1046,23,5,73,0.02198852772466539,82,5,1,1,2,1,1,5
9491,126.75584905660334,424,24,6,64,0.05660377358490566,82,7,1,1,1,1,3,4
9492,114.16675736961356,441,24,6,62,0.05442176870748299,82,4,1,1,1,1,2,3
9493,-40.280000000001685,1107,23,5,75,0.02077687443541102,82,5,1,2,1,1,1,5
9494,119.69213075060443,413,24,6,61,0.05811138014527845,82,4,1,1,2,1,2,2
9495,-50.480000000001844,1188,23,5,75,0.01936026936026936,82,7,1,1,2,1,1,5
9496,78.53698630136815,730,24,6,76,0.03287671232876712,82,11,1,1,3,1,3,8
9497,-71.17000000000209,1306,23,5,74,0.01761102603369066,82,8,1,1,1,2,2,5
9498,28.26441647597092,874,24,6,71,0.02745995423340961,82,4,1,1,1,1,1,4
9499,-47.770000000001914,1159,23,5,74,0.01984469370146678,82,6,1,2,2,1,1,3
9500,-71.82000000000215,1292,23,5,69,0.01780185758513932,82,7,1,1,1,1,1,8
9501,-128.68000000000282,1519,23,5,75,0.015141540487162607,82,3,1,1,1,1,2,3
9502,-81.46000000000177,1237,23,5,73,0.018593371059013743,82,0,1,1,1,1,1,1
9503,54.641752305663545,759,24,6,75,0.03162055335968379,82,5,1,1,1,1,1,6
9504,47.79140604467626,761,24,6,70,0.03153745072273324,82,3,1,1,1,1,1,3
9505,46.78330456226686,811,24,6,70,0.029593094944512947,82,6,1,1,1,1,2,5
9506,76.76527950310405,644,24,6,65,0.037267080745341616,82,5,1,1,1,1,2,4
9507,-59.77000000000091,1234,23,5,74,0.018638573743922204,82,7,1,1,1,1,3,5
9508,-57.97000000000187,1180,23,5,74,0.019491525423728815,82,4,1,1,1,1,1,4
9509,94.71939393939277,528,24,6,73,0.045454545454545456,82,3,1,1,1,1,1,4
9510,-34.86000000000088,1124,23,5,73,0.020462633451957295,82,8,1,1,1,2,1,8
9511,158.4032258064518,248,24,6,56,0.0967741935483871,82,6,1,1,1,1,2,3
9512,-42.46000000000123,1072,23,5,73,0.021455223880597014,82,2,1,1,1,1,1,2
9513,17.612669404515557,974,24,6,75,0.024640657084188913,82,7,1,1,2,1,1,5
9514,-14.199338168632766,1103,24,6,75,0.021758839528558477,82,5,1,1,1,1,1,5
9515,-69.15000000000228,1295,23,5,72,0.01776061776061776,82,8,1,2,1,1,1,7
9516,-18.110000000002046,1038,23,5,68,0.022157996146435453,82,8,1,1,1,2,2,4
9517,102.62455252918178,514,24,6,63,0.04669260700389105,82,5,1,1,1,1,1,4
9518,33.48806375442558,847,24,6,69,0.02833530106257379,82,4,1,1,1,1,1,4
9519,-168.4800000000007,1778,23,5,75,0.012935883014623173,82,7,1,1,1,1,2,7
9520,8.724384133609984,958,24,6,74,0.025052192066805846,82,3,1,1,1,1,1,3
9521,-28.700000000001722,1000,22,4,68,0.022,82,7,1,1,1,1,2,5
9522,29.740132158590345,908,24,6,63,0.02643171806167401,82,7,1,1,1,1,3,5
9523,-27.020000000001865,1053,23,5,69,0.02184235517568851,82,6,1,1,1,1,1,6
9524,20.389649122805174,912,24,6,68,0.02631578947368421,82,4,1,1,1,2,1,2
9525,-22.342357581070438,1141,24,6,69,0.021034180543382998,82,5,1,1,1,2,1,3
9526,-62.1900000000021,1217,23,5,76,0.018898931799506986,82,5,1,1,1,1,1,5
9527,91.60583747926901,603,24,6,72,0.03980099502487562,82,7,1,1,1,1,3,3
9528,-84.99000000000196,1301,23,5,76,0.017678708685626442,82,3,1,1,1,1,2,3
9529,-19.311426040745594,1129,24,6,76,0.021257750221434897,82,5,1,1,1,1,2,3
9530,29.457758620687688,928,24,6,71,0.02586206896551724,82,8,1,1,2,2,1,4
9531,94.92064846416251,586,24,6,71,0.040955631399317405,82,7,1,1,1,1,2,6
9532,32.27952902519105,913,24,6,69,0.02628696604600219,82,8,2,1,2,1,1,5
9533,-111.62589743590016,1560,24,6,75,0.015384615384615385,82,3,1,1,1,1,1,4
9534,-35.93000000000189,1098,23,5,70,0.020947176684881604,82,6,1,1,1,1,1,5
9535,-60.2400000000017,1175,23,5,71,0.01957446808510638,82,3,1,1,1,1,2,2
9536,-19.06000000000037,1015,23,5,73,0.022660098522167486,82,6,1,2,1,2,3,3
9537,-40.48000000000168,1078,23,5,75,0.021335807050092765,82,3,1,1,1,1,1,3
9538,-11.265392620625745,1057,24,6,72,0.02270577105014191,82,3,1,1,1,1,1,4
9539,145.25855153203304,359,24,6,58,0.06685236768802229,82,9,1,1,3,1,1,7
9540,-48.35000000000204,1191,23,5,72,0.019311502938706968,82,8,2,1,1,3,1,4
9541,20.23928961748462,915,24,6,73,0.02622950819672131,82,4,1,1,1,1,1,4
9542,75.45598540145824,685,24,6,75,0.035036496350364967,82,7,1,1,1,1,2,6
9543,14.452774922917262,973,24,6,71,0.024665981500513873,82,6,1,1,1,2,2,3
9544,-121.74068801898252,1686,24,6,76,0.014234875444839857,82,8,1,1,1,1,2,8
9545,-6.110000000001542,1038,23,5,68,0.022157996146435453,82,12,1,2,1,2,2,9
9546,-23.620000000001934,1081,23,5,69,0.02127659574468085,82,9,1,1,1,1,3,6
9547,0.8460614793454031,1041,24,6,71,0.023054755043227664,82,6,1,1,2,1,1,3
9548,-23.510000000000904,1020,23,5,68,0.022549019607843137,82,5,1,1,1,1,2,3
9549,-63.60000000000124,1205,23,5,67,0.019087136929460582,82,4,1,1,1,1,1,3
9550,-22.49589571068323,1189,24,6,74,0.020185029436501262,82,8,2,1,1,1,2,4
9551,-12.909999999998105,1057,23,5,68,0.021759697256385997,82,11,2,1,3,1,3,6
9552,117.44276595744574,470,24,6,63,0.05106382978723404,82,7,1,1,2,1,3,4
9553,-48.230000000001645,1069,22,4,71,0.0205799812909261,82,5,1,1,1,1,3,3
